114.119.138.117 - - [27/Apr/2025:02:01:37 -0400] "GET /index.php/Detail/occurrences/114 HTTP/1.1" 499 0 "https://35.239.124.218/index.php/Detail/occurrences/114" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
154.81.156.35 - - [27/Apr/2025:05:57:47 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
66.249.73.99 - - [27/Apr/2025:05:59:51 -0400] "GET /index.php/Detail/objects/5387 HTTP/1.1" 200 140 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.95 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
196.251.70.87 - - [27/Apr/2025:06:01:17 -0400] "GET /.git/config HTTP/1.1" 404 276 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.143 YaBrowser/19.7.3.172 Yowser/2.5 Safari/537.36"
114.119.138.117 - - [27/Apr/2025:06:11:36 -0400] "GET /index.php/Detail/objects/82/view/pdf/export_format/_pdf_ca_objects_summary HTTP/1.1" 499 0 "https://35.239.124.218/index.php/Detail/objects/82" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
198.235.24.11 - - [27/Apr/2025:06:14:56 -0400] "\x16\x03\x01\x00\xEE\x01\x00\x00\xEA\x03\x03\xD3@\xF0\x09Q <\xD8\xE0\xF3I\xDB>\xC4^N]\x0F<\x8A\x16\xF2y\xA7\xCC\xB0\x1B\x80\x9F(\xE0\xB7 \x021\xC9\xD8\x8F\xF9\xBC\x8A\xE7\xB6\x12\xD0\xF3\x07\xDD^##\xA3\x9Fo^ \xCDkQ^\xDD3+\xFD\x94\x00&\xC0+\xC0/\xC0,\xC00\xCC\xA9\xCC\xA8\xC0\x09\xC0\x13\xC0" 400 150 "-" "-"
198.235.24.11 - - [27/Apr/2025:06:14:56 -0400] "\x16\x03\x01\x00\xCA\x01\x00\x00\xC6\x03\x03\xD4\xA9\x97\xEE\xAE\xE7\x5C\xA8\xA6CD@\xACul\x99P\xF3Q\x12\x9F\x9B\xF4)\x88\x00\x91\x82m\xBAd4\x00\x00h\xCC\x14\xCC\x13\xC0/\xC0+\xC00\xC0,\xC0\x11\xC0\x07\xC0'\xC0#\xC0\x13\xC0\x09\xC0(\xC0$\xC0\x14\xC0" 400 150 "-" "-"
92.255.57.58 - - [27/Apr/2025:06:16:15 -0400] "GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
92.255.57.58 - - [27/Apr/2025:06:16:27 -0400] "GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1" 499 0 "http://35.239.124.218:80/?XDEBUG_SESSION_START=phpstorm" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
80.82.77.202 - - [27/Apr/2025:06:28:22 -0400] "\x16\x03\x02\x01o\x01\x00\x01k\x03\x02RH\xC5\x1A#\xF7:N\xDF\xE2\xB4\x82/\xFF\x09T\x9F\xA7\xC4y\xB0h\xC6\x13\x8C\xA4\x1C=\x22\xE1\x1A\x98 \x84\xB4,\x85\xAFn\xE3Y\xBBbhl\xFF(=':\xA9\x82\xD9o\xC8\xA2\xD7\x93\x98\xB4\xEF\x80\xE5\xB9\x90\x00(\xC0" 400 150 "-" "-"
154.81.156.54 - - [27/Apr/2025:06:29:49 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
154.81.156.7 - - [27/Apr/2025:06:33:01 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
195.211.191.76 - - [27/Apr/2025:06:43:15 -0400] "GET /.git/index HTTP/1.1" 404 276 "-" "Mozilla/5.0 (Linux; Android 9; MI 9) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.111 Mobile Safari/537.36"
103.148.165.229 - - [27/Apr/2025:06:43:26 -0400] "GET /remote/login?lang=en HTTP/1.1" 404 276 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36"
66.249.73.98 - - [27/Apr/2025:06:44:52 -0400] "GET /index.php/Browse/objects/key/ecc7411b22d8481e480b6140ebe83778/facet/collection_facet/id/45/view/map HTTP/1.1" 200 140 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.95 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.73.99 - - [27/Apr/2025:06:49:22 -0400] "GET /index.php/Browse/objects/key/ecc7411b22d8481e480b6140ebe83778/facet/collection_facet/id/113/view/timeline HTTP/1.1" 200 140 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.95 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
92.255.57.58 - - [27/Apr/2025:06:55:29 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
92.255.57.58 - - [27/Apr/2025:06:55:44 -0400] "GET / HTTP/1.1" 499 0 "http://35.239.124.218:80" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
185.218.84.178 - - [27/Apr/2025:06:57:57 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
185.218.86.4 - - [27/Apr/2025:06:58:37 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
92.255.57.58 - - [27/Apr/2025:06:59:11 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
92.255.57.58 - - [27/Apr/2025:06:59:26 -0400] "GET / HTTP/1.1" 499 0 "http://35.239.124.218:80/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
154.81.156.54 - - [27/Apr/2025:06:59:47 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
185.16.38.107 - - [27/Apr/2025:07:00:00 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
93.174.93.12 - - [27/Apr/2025:07:00:59 -0400] "\x16\x03\x02\x01o\x01\x00\x01k\x03\x02RH\xC5\x1A#\xF7:N\xDF\xE2\xB4\x82/\xFF\x09T\x9F\xA7\xC4y\xB0h\xC6\x13\x8C\xA4\x1C=\x22\xE1\x1A\x98 \x84\xB4,\x85\xAFn\xE3Y\xBBbhl\xFF(=':\xA9\x82\xD9o\xC8\xA2\xD7\x93\x98\xB4\xEF\x80\xE5\xB9\x90\x00(\xC0" 400 150 "-" "-"
64.62.156.137 - - [27/Apr/2025:07:05:35 -0400] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xE8\xF6.\x83\xDB\x1FD.\xCE\xD8z\xA0\x0F\x90\x8Bf=@E\x8E,\xE5f" 400 150 "-" "-"
141.98.11.226 - - [27/Apr/2025:07:07:08 -0400] "GET /login.asp HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.6998.165 Safari/537.36"
198.211.110.161 - - [27/Apr/2025:07:17:45 -0400] "GET /.env HTTP/1.1" 301 162 "-" "Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);"
198.211.110.161 - - [27/Apr/2025:07:17:45 -0400] "GET /.git/config HTTP/1.1" 301 162 "-" "Mozilla/5.0; Keydrop.io/1.0(onlyscans.com/about);"
92.255.57.58 - - [27/Apr/2025:07:26:45 -0400] "GET /actuator/gateway/routes HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
92.255.57.58 - - [27/Apr/2025:07:26:45 -0400] "GET /actuator/gateway/routes HTTP/1.1" 404 276 "http://35.239.124.218:80/actuator/gateway/routes" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
66.249.73.99 - - [27/Apr/2025:07:29:52 -0400] "GET /index.php/Browse/entities/key/60bcb2f0a638c0f737309ecbd1cc279a/facet/collection_facet/id/9/view/images HTTP/1.1" 200 140 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.95 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
172.203.234.251 - - [27/Apr/2025:07:30:00 -0400] "GET /owa/auth/logon.aspx HTTP/1.1" 404 276 "-" "Mozilla/5.0 zgrab/0.x"
114.119.128.218 - - [27/Apr/2025:07:34:57 -0400] "GET /index.php/Detail/objects/81/view/pdf/export_format/_pdf_ca_objects_summary HTTP/1.1" 499 0 "https://35.239.124.218/index.php/Detail/objects/81" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
154.81.156.54 - - [27/Apr/2025:07:43:51 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
44.247.109.87 - - [27/Apr/2025:07:47:48 -0400] "GET / HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
31.46.60.134 - - [27/Apr/2025:08:05:53 -0400] "GET / HTTP/1.0" 301 162 "-" "curl/7.88.1"
154.81.156.54 - - [27/Apr/2025:08:10:16 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
209.126.83.235 - - [27/Apr/2025:08:13:55 -0400] "GET / HTTP/1.1" 499 0 "-" "Mozilla/5.0 (SS; Linux i686; rv:120.0) Gecko/20100101 Firefox/120.0"
209.126.83.235 - - [27/Apr/2025:08:13:55 -0400] "GET / HTTP/1.1" 400 248 "-" "Mozilla/5.0 (SS; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0"
209.126.83.235 - - [27/Apr/2025:08:13:55 -0400] "GET /favicon.ico HTTP/1.1" 400 248 "-" "Mozilla/5.0 (SS; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0"
139.59.42.255 - - [27/Apr/2025:08:15:07 -0400] "GET /aaa9 HTTP/1.1" 301 162 "-" "Mozilla/5.0 zgrab/0.x"
139.59.42.255 - - [27/Apr/2025:08:15:08 -0400] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\x94g\x91\xAC\xBB\xCC\x18\xD8\xB2\xC8H\x9B\x19\xDF^kD\x1C\xC3k\xE5\x12\xA0\xCF\x0B\xAC\xEFm%\x22\x89\xAB\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-"
139.59.42.255 - - [27/Apr/2025:08:15:08 -0400] "GET /aab8 HTTP/1.1" 301 162 "-" "Mozilla/5.0 zgrab/0.x"
139.59.42.255 - - [27/Apr/2025:08:15:09 -0400] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xA0\xD0\xB1\x93O<\xC7j\xC8\xDB(\xEB\xFC\x96\xF7\x8A\xFD\x15\xC0\xF3\xA9\x05{~\xB5ds\xD8\xD3\x14\x93\x04\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-"
139.59.42.255 - - [27/Apr/2025:08:15:09 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 zgrab/0.x"
139.59.42.255 - - [27/Apr/2025:08:15:10 -0400] "\x16\x03\x01\x00{\x01\x00\x00w\x03\x03\xEF\x83I\x92k\xF4xy8\xB3%\xAD{\xA64%\xA0\xD0\x07\xB7\x96\x8E\xBE\xD298Bb,\x9B\x83\x0E\x00\x00\x1A\xC0/\xC0+\xC0\x11\xC0\x07\xC0\x13\xC0\x09\xC0\x14\xC0" 400 150 "-" "-"
92.255.57.58 - - [27/Apr/2025:08:16:30 -0400] "\x16\x03\x01\x05\xA8\x01\x00\x05\xA4\x03\x03(1\x22\xA9\x7F\x0C<\xD467\x06,\xD5\x03" 400 150 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:37 -0400] "GET /.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:38 -0400] "GET /update/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:38 -0400] "GET /app/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:38 -0400] "GET /app/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:39 -0400] "GET /admin/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:39 -0400] "GET /admin/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:39 -0400] "GET /private/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:39 -0400] "GET /private/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:39 -0400] "GET /home/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:40 -0400] "GET /home/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:40 -0400] "GET /src/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:40 -0400] "GET /src/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:40 -0400] "GET /backend/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:40 -0400] "GET /backend/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:41 -0400] "GET /frontend/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:41 -0400] "GET /frontend/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:41 -0400] "GET /api/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:41 -0400] "GET /api/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:41 -0400] "GET /dev/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:42 -0400] "GET /dev/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:42 -0400] "GET /backup/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:42 -0400] "GET /backup/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:42 -0400] "GET /production/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:42 -0400] "GET /production/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:43 -0400] "GET /website/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:43 -0400] "GET /website/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:43 -0400] "GET /portal/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:43 -0400] "GET /portal/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:43 -0400] "GET /dashboard/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:43 -0400] "GET /dashboard/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:44 -0400] "GET /cms/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:44 -0400] "GET /cms/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:44 -0400] "GET /wp-content/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:44 -0400] "GET /wp-content/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:44 -0400] "GET /blog/.git/config HTTP/1.1" 301 162 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:45 -0400] "GET /blog/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:45 -0400] "GET /.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:45 -0400] "GET /update/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:45 -0400] "GET /app/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:45 -0400] "GET /admin/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:46 -0400] "GET /private/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:46 -0400] "GET /home/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:46 -0400] "GET /src/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:46 -0400] "GET /backend/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:46 -0400] "GET /frontend/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:47 -0400] "GET /api/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:47 -0400] "GET /dev/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:47 -0400] "GET /backup/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:47 -0400] "GET /production/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:47 -0400] "GET /website/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:47 -0400] "GET /portal/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:48 -0400] "GET /dashboard/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:48 -0400] "GET /cms/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:48 -0400] "GET /wp-content/.git/config HTTP/1.1" 404 276 "-" "-"
13.239.26.176 - - [27/Apr/2025:08:19:48 -0400] "GET /blog/.git/config HTTP/1.1" 404 276 "-" "-"
185.16.38.107 - - [27/Apr/2025:08:36:30 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
154.81.156.35 - - [27/Apr/2025:08:37:03 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
154.81.156.7 - - [27/Apr/2025:08:48:05 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
80.64.30.118 - - [27/Apr/2025:08:50:39 -0400] "GET /remote/login?lang=en HTTP/1.1" 400 150 "-" "-"
80.64.30.118 - - [27/Apr/2025:08:50:39 -0400] "GET /remote/login?lang=en HTTP/1.1" 400 150 "-" "-"
154.81.156.54 - - [27/Apr/2025:08:55:06 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
114.119.142.94 - - [27/Apr/2025:08:58:16 -0400] "GET /index.php/Detail/objects/76/view/pdf/export_format/_pdf_ca_objects_summary HTTP/1.1" 499 0 "https://35.239.124.218/index.php/Detail/objects/76" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
157.245.98.87 - - [27/Apr/2025:09:11:04 -0400] "GET / HTTP/1.1" 301 162 "-" "Go-http-client/1.1"
154.81.156.54 - - [27/Apr/2025:09:25:52 -0400] "GET / HTTP/1.1" 301 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
134.199.172.38 - - [27/Apr/2025:09:29:59 -0400] "GET /.git/config HTTP/1.1" 301 162 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
134.199.172.38 - - [27/Apr/2025:09:29:59 -0400] "GET /.git/config HTTP/1.1" 404 276 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
88.218.193.254 - - [27/Apr/2025:09:40:59 -0400] "GET / HTTP/2.0" 499 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/112.0"
88.218.193.254 - - [27/Apr/2025:09:41:00 -0400] "CNXN\x00\x00\x00\x01\x00\x10\x00\x00\x07\x00\x00\x002\x02\x00\x00\xBC\xB1\xA7\xB1host::\x00" 400 150 "-" "-"
88.218.193.254 - - [27/Apr/2025:09:41:00 -0400] "\x00\x1E\xAB\xAB\x01\x00\x00\x01\x00\x00\x00\x00\x00\x00\x07version\x04bind\x00\x00\x10\x00\x03" 400 150 "-" "-"
88.218.193.254 - - [27/Apr/2025:09:41:06 -0400] "GET / HTTP/1.0" 400 248 "-" "-"
88.218.193.254 - - [27/Apr/2025:09:41:06 -0400] "\x01\xC2\x00\x00\x00\x04\x00\x00\xB6\x01\x00\x00SQLDB2RA\x00\x01\x00\x00\x04\x01\x01\x00\x05\x00\x1D\x00\x88\x00\x00\x00\x01\x00\x00\x80\x00\x00\x00\x01\x09\x00\x00\x00\x01\x00\x00@\x00\x00\x00\x01\x09\x00\x00\x00\x01\x00\x00@\x00\x00\x00\x01\x08\x00\x00\x00\x04\x00\x00@\x00\x00\x00\x01\x04\x00\x00\x00\x01\x00\x00@\x00\x00\x00@\x04\x00\x00\x00\x04\x00\x00@\x00\x00\x00\x01\x04\x00\x00\x00\x04\x00\x00@\x00\x00\x00\x01\x04\x00\x00\x00\x04\x00\x00@\x00\x00\x00\x01\x04\x00\x00\x00\x02\x00\x00@\x00\x00\x00\x01\x04\x00\x00\x00\x04\x00\x00@\x00\x00\x00\x01\x00\x00\x00\x00\x01\x00\x00@\x00\x00\x00\x00\x04\x00\x00\x00\x04\x00\x00\x80\x00\x00\x00\x01\x04\x00\x00\x00\x04\x00\x00\x80\x00\x00\x00\x01\x04\x00\x00\x00\x03\x00\x00\x80\x00\x00\x00\x01\x04\x00\x00\x00\x04\x00\x00\x80\x00\x00\x00\x01\x08\x00\x00\x00\x01\x00\x00@\x00\x00\x00\x01\x04\x00\x00\x00\x04\x00\x00@\x00\x00\x00\x01\x10\x00\x00\x00\x01\x00\x00\x80\x00\x00\x00\x01\x10\x00\x00\x00\x01\x00\x00\x80\x00\x00\x00\x01\x04\x00\x00\x00\x04\x00\x00@\x00\x00\x00\x01\x09\x00\x00\x00\x01\x00\x00@\x00\x00\x00\x01\x09\x00\x00\x00\x01\x00\x00\x80\x00\x00\x00\x01\x04\x00\x00\x00\x03\x00\x00\x80\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x04\x00\x00\x01\x00\x00\x80\x00\x00\x00\x01\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00@\x00\x00\x00\x01\x00\x00\x00\x00\x01\x00\x00@\x00\x00\x00\x00        \x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\xFF\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xE4\x04\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x7F" 400 150 "-" "-"
88.218.193.254 - - [27/Apr/2025:09:41:06 -0400] "0:\x02\x04\x03<\xDAS`2\x02\x01\x03\x04\x17cn=mfsaidmxpwgmjbwdczkf\x80\x14mfsaidmxpwgmjbwdczkf" 400 150 "-" "-"
